scenario,regimen,distribution_id,base_joint_cfr_pct,scenario_joint_cfr_pct,delta_joint_cfr_pp,base_toxicity_pct,scenario_toxicity_pct
RHO_050,R12,LEE2022_OXA_KP,87.21313559322033,86.73447033898306,-0.4786652542372707,12.19,12.19
RHO_050,R12,INDIA2022_OXA48_KP,85.21536764705881,84.77999999999999,-0.43536764705882547,12.19,12.19
RHO_050,R12,FR2024_OXA484_SERINE_ONLY,88.40883333333332,87.97258333333332,-0.43625000000000114,12.19,12.19
RHO_050,R13,LEE2022_KPC_KP,80.51998680738788,79.917018469657,-0.6029683377308857,7.21,7.21
RHO_050,R13,LEE2022_OXA_KP,80.0549152542373,79.75305084745763,-0.3018644067796714,7.21,7.21
RHO_050,R13,INDIA2022_OXA48_KP,78.22698529411764,77.98827205882354,-0.2387132352940995,7.21,7.21
RHO_050,R13,FR2024_OXA484_SERINE_ONLY,81.18308333333333,80.95516666666667,-0.22791666666665833,7.21,7.21
RHO_000,R1,LEE2022_KPC_KP,73.50026385224272,70.56883905013193,-2.931424802110797,9.28,9.28
RHO_000,R1,LEE2022_OXA_KP,73.64296610169494,71.61572033898305,-2.0272457627118854,9.28,9.28
RHO_000,R1,INDIA2022_OXA48_KP,72.1160661764706,70.61533088235294,-1.5007352941176606,9.28,9.28
RHO_000,R1,FR2024_OXA484_SERINE_ONLY,74.78941666666668,73.28999999999999,-1.49941666666669,9.28,9.28
RHO_000,R8,LEE2022_KPC_KP,88.60091029023748,88.04420844327177,-0.5567018469657086,9.16,9.16
RHO_000,R8,LEE2022_OXA_KP,88.12885593220338,87.9948093220339,-0.13404661016947728,9.16,9.16
RHO_000,R8,INDIA2022_OXA48_KP,86.13003676470588,86.08705882352939,-0.04297794117648834,9.16,9.16
RHO_000,R8,FR2024_OXA484_SERINE_ONLY,89.37675,89.35708333333334,-0.019666666666665833,9.16,9.16
RHO_000,R10,LEE2022_KPC_KP,87.69290237467017,87.51094986807388,-0.18195250659628925,10.71,10.71
RHO_000,R10,LEE2022_OXA_KP,87.17175847457628,87.37819915254236,0.20644067796608567,10.71,10.71
RHO_000,R10,INDIA2022_OXA48_KP,85.18297794117646,85.46091911764705,0.27794117647059124,10.71,10.71
