model,bsv,regimen,ekfc_class,dose_g,interval_h,mic_mg_l,caz_pta_pct,avi_attainment_pct,joint_pta_pct,toxicity_pct,limiting_component
M3_Registrational,full,R13,121–150,2.5,6,16,23.255,86.315,23.255,10.299999999999999,ceftazidime
M3_Registrational,full,R13,121–150,2.5,6,32,3.0,86.315,3.0,10.299999999999999,ceftazidime
M3_Registrational,full,R13,121–150,2.5,6,64,0.135,86.315,0.135,10.299999999999999,ceftazidime
M4_Bensman_2017,full,R9,61–90,2.5,12,0.0625,100.0,5.74,5.74,0.0,avibactam
M4_Bensman_2017,full,R9,61–90,2.5,12,0.125,100.0,5.74,5.74,0.0,avibactam
M4_Bensman_2017,full,R9,61–90,2.5,12,0.25,100.0,5.74,5.74,0.0,avibactam
M4_Bensman_2017,full,R9,61–90,2.5,12,0.5,100.0,5.74,5.74,0.0,avibactam
M4_Bensman_2017,full,R9,61–90,2.5,12,1,100.0,5.74,5.74,0.0,avibactam
M4_Bensman_2017,full,R9,61–90,2.5,12,2,100.0,5.74,5.74,0.0,avibactam
M4_Bensman_2017,full,R9,61–90,2.5,12,4,83.045,5.74,5.74,0.0,avibactam
M4_Bensman_2017,full,R9,61–90,2.5,12,8,0.08,5.74,0.08,0.0,ceftazidime
M4_Bensman_2017,full,R9,61–90,2.5,12,16,0.0,5.74,0.0,0.0,ceftazidime
M4_Bensman_2017,full,R9,61–90,2.5,12,32,0.0,5.74,0.0,0.0,ceftazidime
M4_Bensman_2017,full,R9,61–90,2.5,12,64,0.0,5.74,0.0,0.0,ceftazidime
M4_Bensman_2017,full,R10,61–90,2.5,8,0.0625,100.0,83.545,83.545,0.0,avibactam
M4_Bensman_2017,full,R10,61–90,2.5,8,0.125,100.0,83.545,83.545,0.0,avibactam
M4_Bensman_2017,full,R10,61–90,2.5,8,0.25,100.0,83.545,83.545,0.0,avibactam
M4_Bensman_2017,full,R10,61–90,2.5,8,0.5,100.0,83.545,83.545,0.0,avibactam
M4_Bensman_2017,full,R10,61–90,2.5,8,1,100.0,83.545,83.545,0.0,avibactam
M4_Bensman_2017,full,R10,61–90,2.5,8,2,100.0,83.545,83.545,0.0,avibactam
M4_Bensman_2017,full,R10,61–90,2.5,8,4,99.965,83.545,83.545,0.0,avibactam
M4_Bensman_2017,full,R10,61–90,2.5,8,8,23.465,83.545,23.465,0.0,ceftazidime
M4_Bensman_2017,full,R10,61–90,2.5,8,16,0.0,83.545,0.0,0.0,ceftazidime
M4_Bensman_2017,full,R10,61–90,2.5,8,32,0.0,83.545,0.0,0.0,ceftazidime
M4_Bensman_2017,full,R10,61–90,2.5,8,64,0.0,83.545,0.0,0.0,ceftazidime
M4_Bensman_2017,full,R11,91–120,2.5,8,0.0625,100.0,83.825,83.825,0.0,avibactam
M4_Bensman_2017,full,R11,91–120,2.5,8,0.125,100.0,83.825,83.825,0.0,avibactam
M4_Bensman_2017,full,R11,91–120,2.5,8,0.25,100.0,83.825,83.825,0.0,avibactam
M4_Bensman_2017,full,R11,91–120,2.5,8,0.5,100.0,83.825,83.825,0.0,avibactam
M4_Bensman_2017,full,R11,91–120,2.5,8,1,100.0,83.825,83.825,0.0,avibactam
M4_Bensman_2017,full,R11,91–120,2.5,8,2,100.0,83.825,83.825,0.0,avibactam
M4_Bensman_2017,full,R11,91–120,2.5,8,4,99.95,83.825,83.825,0.0,avibactam
M4_Bensman_2017,full,R11,91–120,2.5,8,8,23.25,83.825,23.25,0.0,ceftazidime
M4_Bensman_2017,full,R11,91–120,2.5,8,16,0.0,83.825,0.0,0.0,ceftazidime
M4_Bensman_2017,full,R11,91–120,2.5,8,32,0.0,83.825,0.0,0.0,ceftazidime
M4_Bensman_2017,full,R11,91–120,2.5,8,64,0.0,83.825,0.0,0.0,ceftazidime
M4_Bensman_2017,full,R12,91–120,2.5,6,0.0625,100.0,99.825,99.825,0.0,both
M4_Bensman_2017,full,R12,91–120,2.5,6,0.125,100.0,99.825,99.825,0.0,both
M4_Bensman_2017,full,R12,91–120,2.5,6,0.25,100.0,99.825,99.825,0.0,both
M4_Bensman_2017,full,R12,91–120,2.5,6,0.5,100.0,99.825,99.825,0.0,both
M4_Bensman_2017,full,R12,91–120,2.5,6,1,100.0,99.825,99.825,0.0,both
M4_Bensman_2017,full,R12,91–120,2.5,6,2,100.0,99.825,99.825,0.0,both
M4_Bensman_2017,full,R12,91–120,2.5,6,4,100.0,99.825,99.825,0.0,both
M4_Bensman_2017,full,R12,91–120,2.5,6,8,83.405,99.825,83.405,0.0,ceftazidime
M4_Bensman_2017,full,R12,91–120,2.5,6,16,0.09,99.825,0.09,0.0,ceftazidime
M4_Bensman_2017,full,R12,91–120,2.5,6,32,0.0,99.825,0.0,0.0,ceftazidime
M4_Bensman_2017,full,R12,91–120,2.5,6,64,0.0,99.825,0.0,0.0,ceftazidime
M4_Bensman_2017,full,R13,121–150,2.5,6,0.0625,100.0,99.74,99.74,0.0,both
M4_Bensman_2017,full,R13,121–150,2.5,6,0.125,100.0,99.74,99.74,0.0,both
M4_Bensman_2017,full,R13,121–150,2.5,6,0.25,100.0,99.74,99.74,0.0,both
M4_Bensman_2017,full,R13,121–150,2.5,6,0.5,100.0,99.74,99.74,0.0,both
M4_Bensman_2017,full,R13,121–150,2.5,6,1,100.0,99.74,99.74,0.0,both
M4_Bensman_2017,full,R13,121–150,2.5,6,2,100.0,99.74,99.74,0.0,both
M4_Bensman_2017,full,R13,121–150,2.5,6,4,100.0,99.74,99.74,0.0,both
M4_Bensman_2017,full,R13,121–150,2.5,6,8,83.32000000000001,99.74,83.32000000000001,0.0,ceftazidime
M4_Bensman_2017,full,R13,121–150,2.5,6,16,0.065,99.74,0.065,0.0,ceftazidime
M4_Bensman_2017,full,R13,121–150,2.5,6,32,0.0,99.74,0.0,0.0,ceftazidime
M4_Bensman_2017,full,R13,121–150,2.5,6,64,0.0,99.74,0.0,0.0,ceftazidime
